Matricule,"Course Code","Ca Marks",Semester,"Academic year"
PHM/21/0020,"NU 237",0,1,2022/2023
PHM/21/0022,"NU 237",0,1,2022/2023
PHM/21/0024,"NU 237",36,1,2022/2023
PHM/21/0025,"NU 237",30,1,2022/2023
PHM/21/0034,"NU 237",28,1,2022/2023
PHM/21/0035,"NU 237",0,1,2022/2023
PHM/21/0036,"NU 237",29,1,2022/2023
PHM/21/004,"NU 237",0,1,2022/2023
PHM/21/0001,"PHT 233",32,1,2022/2023
PHM/21/0002,"PHT 233",15,1,2022/2023
PHM/21/0004,"PHT 233",7,1,2022/2023
PHM/21/0005,"PHT 233",27,1,2022/2023
PHM/21/0006,"PHT 233",28,1,2022/2023
PHM/21/0007,"PHT 233",0,1,2022/2023
PHM/21/0009,"PHT 233",7,1,2022/2023
PHM/21/0010,"PHT 233",25,1,2022/2023
PHM/21/0014,"PHT 233",25,1,2022/2023
PHM/21/0015,"PHT 233",23,1,2022/2023
PHM/21/0016,"PHT 233",23,1,2022/2023
PHM/21/002,"PHT 233",19,1,2022/2023
PHM/21/0020,"PHT 233",8,1,2022/2023
PHM/21/0022,"PHT 233",0,1,2022/2023
PHM/21/0024,"PHT 233",30,1,2022/2023
PHM/21/0025,"PHT 233",32,1,2022/2023
PHM/21/0034,"PHT 233",23,1,2022/2023
PHM/21/0035,"PHT 233",0,1,2022/2023
PHM/21/0036,"PHT 233",25,1,2022/2023
PHM/21/004,"PHT 233",0,1,2022/2023
PHM/21/0001,"PHT 234",35,1,2022/2023
PHM/21/0002,"PHT 234",25,1,2022/2023
PHM/21/0004,"PHT 234",0,1,2022/2023
PHM/21/0005,"PHT 234",31,1,2022/2023
PHM/21/0006,"PHT 234",27,1,2022/2023
PHM/21/0007,"PHT 234",0,1,2022/2023
PHM/21/0009,"PHT 234",15,1,2022/2023
PHM/21/0010,"PHT 234",17,1,2022/2023
PHM/21/0014,"PHT 234",20,1,2022/2023
PHM/21/0015,"PHT 234",28,1,2022/2023
PHM/21/0016,"PHT 234",24,1,2022/2023
PHM/21/002,"PHT 234",30,1,2022/2023
PHM/21/0020,"PHT 234",9,1,2022/2023
PHM/21/0022,"PHT 234",0,1,2022/2023
PHM/21/0024,"PHT 234",32,1,2022/2023
PHM/21/0025,"PHT 234",30,1,2022/2023
PHM/21/0034,"PHT 234",28,1,2022/2023
PHM/21/0035,"PHT 234",0,1,2022/2023
PHM/21/0036,"PHT 234",26,1,2022/2023
PHM/21/004,"PHT 234",0,1,2022/2023
PHM/21/0001,"PHT 235",30,1,2022/2023
PHM/21/0002,"PHT 235",16,1,2022/2023
PHM/21/0004,"PHT 235",0,1,2022/2023
PHM/21/0005,"PHT 235",23,1,2022/2023
PHM/21/0006,"PHT 235",25,1,2022/2023
PHM/21/0007,"PHT 235",0,1,2022/2023
PHM/21/0009,"PHT 235",0,1,2022/2023
PHM/21/0010,"PHT 235",20,1,2022/2023
PHM/21/0014,"PHT 235",20,1,2022/2023
PHM/21/0015,"PHT 235",20,1,2022/2023
PHM/21/0016,"PHT 235",20,1,2022/2023
PHM/21/002,"PHT 235",33,1,2022/2023
PHM/21/0020,"PHT 235",0,1,2022/2023
PHM/21/0022,"PHT 235",0,1,2022/2023
PHM/21/0024,"PHT 235",28,1,2022/2023
PHM/21/0025,"PHT 235",30,1,2022/2023
PHM/21/0034,"PHT 235",20,1,2022/2023
PHM/21/0035,"PHT 235",0,1,2022/2023
PHM/21/0036,"PHT 235",20,1,2022/2023
PHM/21/004,"PHT 235",0,1,2022/2023
PHM/21/0001,"PHT 236",30,1,2022/2023
PHM/21/0002,"PHT 236",30,1,2022/2023
PHM/21/0004,"PHT 236",0,1,2022/2023
PHM/21/0005,"PHT 236",35,1,2022/2023
PHM/21/0006,"PHT 236",23,1,2022/2023
PHM/21/0007,"PHT 236",0,1,2022/2023
PHM/21/0009,"PHT 236",0,1,2022/2023
PHM/21/0010,"PHT 236",19,1,2022/2023
PHM/21/0014,"PHT 236",20,1,2022/2023
PHM/21/0015,"PHT 236",12,1,2022/2023
PHM/21/0016,"PHT 236",15,1,2022/2023
PHM/21/002,"PHT 236",0,1,2022/2023
PHM/21/0020,"PHT 236",0,1,2022/2023
PHM/21/0022,"PHT 236",0,1,2022/2023
PHM/21/0024,"PHT 236",31,1,2022/2023
PHM/21/0025,"PHT 236",12,1,2022/2023
PHM/21/0034,"PHT 236",24,1,2022/2023
PHM/21/0035,"PHT 236",0,1,2022/2023
PHM/21/0036,"PHT 236",15,1,2022/2023
PHM/21/004,"PHT 236",0,1,2022/2023
PHM/21/0001,"ENG 201",32,1,2022/2023
PHM/21/0002,"ENG 201",30,1,2022/2023
PHM/21/0004,"ENG 201",0,1,2022/2023
PHM/21/0005,"ENG 201",33,1,2022/2023
PHM/21/0006,"ENG 201",30,1,2022/2023
PHM/21/0007,"ENG 201",0,1,2022/2023
PHM/21/0009,"ENG 201",0,1,2022/2023
PHM/21/0010,"ENG 201",27,1,2022/2023
PHM/21/0014,"ENG 201",16,1,2022/2023
PHM/21/0015,"ENG 201",26,1,2022/2023
PHM/21/0016,"ENG 201",20,1,2022/2023
PHM/21/002,"ENG 201",31,1,2022/2023
PHM/21/0020,"ENG 201",0,1,2022/2023
PHM/21/0022,"ENG 201",0,1,2022/2023
PHM/21/0024,"ENG 201",33,1,2022/2023
PHM/21/0025,"ENG 201",31,1,2022/2023
PHM/21/0034,"ENG 201",26,1,2022/2023
PHM/21/0035,"ENG 201",0,1,2022/2023
PHM/21/0036,"ENG 201",27,1,2022/2023
PHM/21/004,"ENG 201",0,1,2022/2023
PHM/21/0001,"FRE 201",28,1,2022/2023
PHM/21/0002,"FRE 201",30,1,2022/2023
PHM/21/0004,"FRE 201",0,1,2022/2023
PHM/21/0005,"FRE 201",29,1,2022/2023
PHM/21/0006,"FRE 201",27,1,2022/2023
PHM/21/0007,"FRE 201",0,1,2022/2023
PHM/21/0009,"FRE 201",0,1,2022/2023
PHM/21/0010,"FRE 201",24,1,2022/2023
PHM/21/0014,"FRE 201",35,1,2022/2023
PHM/21/0015,"FRE 201",21,1,2022/2023
PHM/21/0016,"FRE 201",26,1,2022/2023
PHM/21/002,"FRE 201",28,1,2022/2023
PHM/21/0020,"FRE 201",0,1,2022/2023
PHM/21/0022,"FRE 201",0,1,2022/2023
PHM/21/0024,"FRE 201",29,1,2022/2023
PHM/21/0025,"FRE 201",28,1,2022/2023
PHM/21/0034,"FRE 201",21,1,2022/2023
PHM/21/0035,"FRE 201",0,1,2022/2023
PHM/21/0036,"FRE 201",26,1,2022/2023
PHM/21/004,"FRE 201",0,1,2022/2023
PHM/21/0001,"BMR 231",38,1,2022/2023
PHM/21/0002,"BMR 231",19,1,2022/2023
PHM/21/0004,"BMR 231",0,1,2022/2023
PHM/21/0005,"BMR 231",22,1,2022/2023
PHM/21/0006,"BMR 231",34,1,2022/2023
PHM/21/0007,"BMR 231",0,1,2022/2023
PHM/21/0009,"BMR 231",0,1,2022/2023
PHM/21/0010,"BMR 231",31,1,2022/2023
PHM/21/0014,"BMR 231",18,1,2022/2023
PHM/21/0015,"BMR 231",17,1,2022/2023
PHM/21/0016,"BMR 231",19,1,2022/2023
PHM/21/002,"BMR 231",0,1,2022/2023
PHM/21/0020,"BMR 231",0,1,2022/2023
PHM/21/0022,"BMR 231",0,1,2022/2023
PHM/21/0024,"BMR 231",33,1,2022/2023
PHM/21/0025,"BMR 231",29,1,2022/2023
PHM/21/0034,"BMR 231",38,1,2022/2023
PHM/21/0035,"BMR 231",0,1,2022/2023
PHM/21/0036,"BMR 231",25,1,2022/2023
PHM/21/004,"BMR 231",0,1,2022/2023
PHY/20/299,"FRE 201",28,1,2022/2023
PHY/21/0002,"FRE 201",18,1,2022/2023
PHY/21/0003,"FRE 201",28,1,2022/2023
PHY/21/0005,"FRE 201",28,1,2022/2023
PHY/21/0006,"FRE 201",0,1,2022/2023
PHY/21/0013,"FRE 201",21,1,2022/2023
PHY/22/0011,"FRE 201",24,1,2022/2023
PHY/22/0023,"FRE 201",23,1,2022/2023
PHY/22/0024,"FRE 201",35,1,2022/2023
PHY/22/0025,"FRE 201",0,1,2022/2023
PHY/20/299,"ENG 201",15,1,2022/2023
PHY/21/0002,"ENG 201",23,1,2022/2023
PHY/21/0003,"ENG 201",22,1,2022/2023
PHY/21/0005,"ENG 201",18,1,2022/2023
PHY/21/0006,"ENG 201",19,1,2022/2023
PHY/21/0013,"ENG 201",18,1,2022/2023
PHY/22/0011,"ENG 201",28,1,2022/2023
PHY/22/0023,"ENG 201",27,1,2022/2023
PHY/22/0024,"ENG 201",28,1,2022/2023
PHY/22/0025,"ENG 201",0,1,2022/2023
PHY/20/299,"PHY 238",19,1,2022/2023
PHY/21/0002,"PHY 238",20,1,2022/2023
PHY/21/0003,"PHY 238",25,1,2022/2023
PHY/21/0005,"PHY 238",23,1,2022/2023
PHY/21/0006,"PHY 238",0,1,2022/2023
PHY/21/0013,"PHY 238",31,1,2022/2023
PHY/22/0011,"PHY 238",36,1,2022/2023
PHY/22/0023,"PHY 238",25,1,2022/2023
PHY/22/0024,"PHY 238",33,1,2022/2023
PHY/22/0025,"PHY 238",0,1,2022/2023
PHY/20/299,"PHY 237",19,1,2022/2023
PHY/21/0002,"PHY 237",15,1,2022/2023
PHY/21/0003,"PHY 237",26,1,2022/2023
PHY/21/0005,"PHY 237",22,1,2022/2023
PHY/21/0006,"PHY 237",0,1,2022/2023
PHY/21/0013,"PHY 237",29,1,2022/2023
PHY/22/0011,"PHY 237",34,1,2022/2023
PHY/22/0023,"PHY 237",29,1,2022/2023
PHY/22/0024,"PHY 237",35,1,2022/2023
PHY/22/0025,"PHY 237",0,1,2022/2023
PHY/20/299,"PHY 236",26,1,2022/2023
PHY/21/0002,"PHY 236",25,1,2022/2023
PHY/21/0003,"PHY 236",28,1,2022/2023
PHY/21/0005,"PHY 236",21,1,2022/2023
PHY/21/0006,"PHY 236",0,1,2022/2023
PHY/21/0013,"PHY 236",26,1,2022/2023
PHY/22/0011,"PHY 236",32,1,2022/2023
PHY/22/0023,"PHY 236",26,1,2022/2023
PHY/22/0024,"PHY 236",33,1,2022/2023
PHY/22/0025,"PHY 236",0,1,2022/2023
PHY/20/299,"PHY 235",24,1,2022/2023
PHY/21/0002,"PHY 235",26,1,2022/2023
PHY/21/0003,"PHY 235",25,1,2022/2023
PHY/21/0005,"PHY 235",24,1,2022/2023
PHY/21/0006,"PHY 235",0,1,2022/2023
PHY/21/0013,"PHY 235",25,1,2022/2023
PHY/22/0011,"PHY 235",32,1,2022/2023
PHY/22/0023,"PHY 235",29,1,2022/2023
PHY/22/0024,"PHY 235",36,1,2022/2023
PHY/22/0025,"PHY 235",0,1,2022/2023
PHY/20/299,"PHY 234",11,1,2022/2023
PHY/21/0002,"PHY 234",18,1,2022/2023
PHY/21/0003,"PHY 234",12,1,2022/2023
PHY/21/0005,"PHY 234",16,1,2022/2023
PHY/21/0006,"PHY 234",0,1,2022/2023
PHY/21/0013,"PHY 234",19,1,2022/2023
PHY/22/0011,"PHY 234",32,1,2022/2023
PHY/22/0023,"PHY 234",25,1,2022/2023
PHY/22/0024,"PHY 234",30,1,2022/2023
PHY/22/0025,"PHY 234",0,1,2022/2023
PHY/20/299,"PHY 233",12,1,2022/2023
PHY/21/0002,"PHY 233",20,1,2022/2023
PHY/21/0003,"PHY 233",24,1,2022/2023
PHY/21/0005,"PHY 233",23,1,2022/2023
PHY/21/0006,"PHY 233",0,1,2022/2023
PHY/21/0013,"PHY 233",23,1,2022/2023
PHY/22/0011,"PHY 233",33,1,2022/2023
PHY/22/0023,"PHY 233",16,1,2022/2023
PHY/22/0024,"PHY 233",27,1,2022/2023
PHY/22/0025,"PHY 233",0,1,2022/2023
PHY/20/299,"PHY 231",19,1,2022/2023
PHY/21/0002,"PHY 231",15,1,2022/2023
PHY/21/0003,"PHY 231",26,1,2022/2023
PHY/21/0005,"PHY 231",22,1,2022/2023
PHY/21/0006,"PHY 231",0,1,2022/2023
PHY/21/0013,"PHY 231",29,1,2022/2023
PHY/22/0011,"PHY 231",34,1,2022/2023
PHY/22/0023,"PHY 231",29,1,2022/2023
PHY/22/0024,"PHY 231",35,1,2022/2023
PHY/22/0025,"PHY 231",0,1,2022/2023
PHY/20/299,"BMR 231",13,1,2022/2023
PHY/21/0002,"BMR 231",12,1,2022/2023
PHY/21/0003,"BMR 231",21,1,2022/2023
PHY/21/0005,"BMR 231",11,1,2022/2023
PHY/21/0006,"BMR 231",0,1,2022/2023
PHY/21/0013,"BMR 231",28,1,2022/2023
PHY/22/0011,"BMR 231",40,1,2022/2023
PHY/22/0023,"BMR 231",21,1,2022/2023
PHY/22/0024,"BMR 231",31,1,2022/2023
PHY/22/0025,"BMR 231",0,1,2022/2023
PHY/20/299,"PHY 232",27,1,2022/2023
PHY/21/0002,"PHY 232",29,1,2022/2023
PHY/21/0003,"PHY 232",34,1,2022/2023
PHY/21/0005,"PHY 232",29,1,2022/2023
PHY/21/0006,"PHY 232",0,1,2022/2023
PHY/21/0013,"PHY 232",36,1,2022/2023
PHY/22/0011,"PHY 232",35,1,2022/2023
PHY/22/0023,"PHY 232",22,1,2022/2023
PHY/22/0024,"PHY 232",29,1,2022/2023
PHY/22/0025,"PHY 232",0,1,2022/2023
PHY/22/0001,"FRE 101",28,1,2022/2023
PHY/22/0002,"FRE 101",16,1,2022/2023
PHY/22/0004,"FRE 101",36,1,2022/2023
PHY/22/0014,"FRE 101",33,1,2022/2023
PHY/22/0001,"ENG 101",32,1,2022/2023
PHY/22/0002,"ENG 101",28,1,2022/2023
PHY/22/0004,"ENG 101",28,1,2022/2023
PHY/22/0014,"ENG 101",26,1,2022/2023
PHY/22/0001,"ICT 101",29,1,2022/2023
PHY/22/0002,"ICT 101",19,1,2022/2023
PHY/22/0004,"ICT 101",38,1,2022/2023
PHY/22/0014,"ICT 101",24,1,2022/2023
PHY/22/0001,"BMS 118",25,1,2022/2023
PHY/22/0002,"BMS 118",23,1,2022/2023
PHY/22/0004,"BMS 118",30,1,2022/2023
PHY/22/0014,"BMS 118",23,1,2022/2023
PHY/22/0001,"BMS 117",16,1,2022/2023
PHY/22/0002,"BMS 117",20,1,2022/2023
PHY/22/0004,"BMS 117",27,1,2022/2023
PHY/22/0014,"BMS 117",24,1,2022/2023
PHY/22/0001,"BMS 116",27,1,2022/2023
PHY/22/0002,"BMS 116",25,1,2022/2023
PHY/22/0004,"BMS 116",32,1,2022/2023
PHY/22/0014,"BMS 116",25,1,2022/2023
PHY/22/0001,"BMS 115",24,1,2022/2023
PHY/22/0002,"BMS 115",26,1,2022/2023
PHY/22/0004,"BMS 115",27,1,2022/2023
PHY/22/0014,"BMS 115",27,1,2022/2023
PHY/22/0014,"BMS 114",19,1,2022/2023
PHY/22/0004,"BMS 114",29,1,2022/2023
PHY/22/0002,"BMS 114",24,1,2022/2023
PHY/22/0001,"BMS 114",25,1,2022/2023
PHY/22/0001,"BMS 113",30,1,2022/2023
PHY/22/0002,"BMS 113",26,1,2022/2023
PHY/22/0004,"BMS 113",38,1,2022/2023
PHY/22/0014,"BMS 113",30,1,2022/2023
PHY/22/0001,"MLC 101",9,1,2022/2023
PHY/22/0002,"MLC 101",11,1,2022/2023
PHY/22/0004,"MLC 101",33,1,2022/2023
PHY/22/0014,"MLC 101",14,1,2022/2023
PHY/22/0001,"BMS 112",32,1,2022/2023
PHY/22/0002,"BMS 112",22,1,2022/2023
PHY/22/0004,"BMS 112",35,1,2022/2023
PHY/22/0014,"BMS 112",29,1,2022/2023
PHY/22/0014,"BMS 111",28,1,2022/2023
PHY/22/0004,"BMS 111",35,1,2022/2023
PHY/22/0002,"BMS 111",23,1,2022/2023
PHY/22/0001,"BMS 111",31,1,2022/2023
NDT/22/0006,"BMS 111",17,1,2022/2023
NDT/22/0003,"BMS 111",20,1,2022/2023
NDT/22/0006,"BMS 112",17,1,2022/2023
NDT/22/0003,"BMS 112",20,1,2022/2023
NDT/22/0006,"MLC 101",8,1,2022/2023
NDT/22/0003,"MLC 101",18,1,2022/2023
NDT/22/0006,"BMS 113",20,1,2022/2023
NDT/22/0003,"BMS 113",27,1,2022/2023
NDT/22/0006,"BMS 114",21,1,2022/2023
NDT/22/0003,"BMS 114",20,1,2022/2023
NDT/22/0006,"BMS 115",24,1,2022/2023
NDT/22/0003,"BMS 115",30,1,2022/2023
NDT/22/0006,"BMS 116",18,1,2022/2023
NDT/22/0003,"BMS 116",21,1,2022/2023
NDT/22/0006,"BMS 117",16,1,2022/2023
NDT/22/0003,"BMS 117",19,1,2022/2023
NDT/22/0006,"BMS 118",14,1,2022/2023
NDT/22/0003,"BMS 118",25,1,2022/2023
NDT/22/0006,"ICT 101",18,1,2022/2023
NDT/22/0003,"ICT 101",30,1,2022/2023
NDT/22/0006,"ENG 101",23,1,2022/2023
NDT/22/0003,"ENG 101",28,1,2022/2023
NDT/22/0006,"FRE 101",16,1,2022/2023
NDT/22/0003,"FRE 101",35,1,2022/2023
PHY/20/299,"MID 234",6,1,2022/2023
PHY/21/0002,"MID 234",17,1,2022/2023
PHY/21/0003,"MID 234",25,1,2022/2023
PHY/21/0005,"MID 234",9,1,2022/2023
PHY/21/0006,"MID 234",0,1,2022/2023
PHY/21/0013,"MID 234",30,1,2022/2023
PHY/22/0011,"MID 234",27,1,2022/2023
PHY/22/0023,"MID 234",32,1,2022/2023
PHY/22/0024,"MID 234",34,1,2022/2023
PHY/22/0025,"MID 234",0,1,2022/2023
NSG/22/0111,"BMS 111",23,1,2022/2023
NSG/22/0366,"BMS 111",20,1,2022/2023
NSG/22/0214,"BMS 111",27,1,2022/2023
NSG/22/0316,"BMS 111",25,1,2022/2023
NSG/22/0275,"BMS 111",29,1,2022/2023
NSG/22/0298,"BMS 111",27,1,2022/2023
NSG/22/0068,"BMS 111",20,1,2022/2023
NSG/22/0094,"BMS 111",31,1,2022/2023
NSG/22/0360,"BMS 111",25,1,2022/2023
NSG/22/0131,"BMS 111",27,1,2022/2023
NSG/22/0070,"BMS 111",20,1,2022/2023
NSG/22/0025,"BMS 111",25,1,2022/2023
NSG/22/0083,"BMS 111",25,1,2022/2023
NSG/22/0163,"BMS 111",0,1,2022/2023
NSG/22/0226,"BMS 111",30,1,2022/2023
NSG/22/0398,"BMS 111",25,1,2022/2023
NSG/22/0051,"BMS 111",26,1,2022/2023
NSG/22/0365,"BMS 111",23,1,2022/2023
NSG/22/0333,"BMS 111",29,1,2022/2023
NSG/22/0426,"BMS 111",25,1,2022/2023
NSG/22/0334,"BMS 111",25,1,2022/2023
NSG/22/0061,"BMS 111",27,1,2022/2023
NSG/22/0080,"BMS 111",20,1,2022/2023
NSG/22/0154,"BMS 111",24,1,2022/2023
NSG/22/0033,"BMS 111",27,1,2022/2023
NSG/22/0331,"BMS 111",25,1,2022/2023
NSG/22/0196,"BMS 111",23,1,2022/2023
NSG/22/0270,"BMS 111",25,1,2022/2023
NSG/22/0257,"BMS 111",29,1,2022/2023
NSG/22/0307,"BMS 111",20,1,2022/2023
NSG/22/0312,"BMS 111",18,1,2022/2023
NSG/22/0370,"BMS 111",28,1,2022/2023
NSG/22/0090,"BMS 111",21,1,2022/2023
NSG/22/0087,"BMS 111",22,1,2022/2023
NSG/22/0164,"BMS 111",25,1,2022/2023
NSG/22/0337,"BMS 111",26,1,2022/2023
NSG/22/0428,"BMS 111",22,1,2022/2023
NSG/22/0151,"BMS 111",14,1,2022/2023
NSG/22/0037,"BMS 111",22,1,2022/2023
NSG/22/0326,"BMS 111",24,1,2022/2023
NSG/22/0136,"BMS 111",19,1,2022/2023
NSG/22/0171,"BMS 111",30,1,2022/2023
NSG/22/0192,"BMS 111",27,1,2022/2023
NSG/22/0473,"BMS 111",35,1,2022/2023
NSG/22/0184,"BMS 111",25,1,2022/2023
NSG/22/0350,"BMS 111",32,1,2022/2023
NSG/22/0246,"BMS 111",30,1,2022/2023
NSG/22/0145,"BMS 111",27,1,2022/2023
NSG/22/0150,"BMS 111",33,1,2022/2023
NSG/22/0439,"BMS 111",18,1,2022/2023
NSG/22/0097,"BMS 111",20,1,2022/2023
NSG/22/0262,"BMS 111",24,1,2022/2023
NSG/22/0435,"BMS 111",25,1,2022/2023
NSG/22/0029,"BMS 111",21,1,2022/2023
NSG/22/0162,"BMS 111",30,1,2022/2023
NSG/22/0088,"BMS 111",31,1,2022/2023
NSG/22/0018,"BMS 111",25,1,2022/2023
NSG/22/0271,"BMS 111",27,1,2022/2023
NSG/22/0185,"BMS 111",27,1,2022/2023
NSG/22/0309,"BMS 111",26,1,2022/2023
NSG/22/0057,"BMS 111",24,1,2022/2023
NSG/22/0142,"BMS 111",23,1,2022/2023
NSG/22/0072,"BMS 111",38,1,2022/2023
NSG/22/0431,"BMS 111",27,1,2022/2023
NSG/22/0217,"BMS 111",24,1,2022/2023
NSG/22/0205,"BMS 111",26,1,2022/2023
NSG/22/0123,"BMS 111",29,1,2022/2023
NSG/22/0112,"BMS 111",24,1,2022/2023
NSG/22/0213,"BMS 111",19,1,2022/2023
NSG/22/0146,"BMS 111",27,1,2022/2023
NSG/22/0022,"BMS 111",28,1,2022/2023
NSG/22/0008,"BMS 111",28,1,2022/2023
NSG/22/0023,"BMS 111",30,1,2022/2023
NSG/22/0244,"BMS 111",26,1,2022/2023
NSG/22/0084,"BMS 111",24,1,2022/2023
NSG/22/0115,"BMS 111",25,1,2022/2023
NSG/22/0308,"BMS 111",16,1,2022/2023
NSG/22/0042,"BMS 111",29,1,2022/2023
NSG/22/0044,"BMS 111",32,1,2022/2023
NSG/22/0182,"BMS 111",28,1,2022/2023
NSG/22/0353,"BMS 111",30,1,2022/2023
NSG/22/0110,"BMS 111",31,1,2022/2023
NSG/22/0330,"BMS 111",31,1,2022/2023
NSG/22/0220,"BMS 111",16,1,2022/2023
NSG/22/0045,"BMS 111",35,1,2022/2023
NSG/22/0167,"BMS 111",25,1,2022/2023
NSG/22/0355,"BMS 111",28,1,2022/2023
NSG/22/0100,"BMS 111",25,1,2022/2023
NSG/22/0161,"BMS 111",30,1,2022/2023
NSG/22/0341,"BMS 111",30,1,2022/2023
NSG/22/0069,"BMS 111",29,1,2022/2023
NSG/22/0197,"BMS 111",34,1,2022/2023
NSG/22/0020,"BMS 111",25,1,2022/2023
NSG/22/0290,"BMS 111",15,1,2022/2023
NSG/22/0085,"BMS 111",25,1,2022/2023
NSG/22/0227,"BMS 111",36,1,2022/2023
NSG/22/0264,"BMS 111",24,1,2022/2023
NSG/22/0455,"BMS 111",29,1,2022/2023
NSG/22/0005,"BMS 111",31,1,2022/2023
NSG/22/0268,"BMS 111",18,1,2022/2023
NSG/22/0228,"BMS 111",26,1,2022/2023
NSG/22/0074,"BMS 111",31,1,2022/2023
NSG/22/0138,"BMS 111",20,1,2022/2023
NSG/22/0241,"BMS 111",29,1,2022/2023
NSG/22/0108,"BMS 111",25,1,2022/2023
NSG/22/0358,"BMS 111",22,1,2022/2023
NSG/22/0201,"BMS 111",28,1,2022/2023
NSG/22/0024,"BMS 111",22,1,2022/2023
NSG/22/0091,"BMS 111",23,1,2022/2023
NSG/22/0233,"BMS 111",31,1,2022/2023
NSG/22/0126,"BMS 111",22,1,2022/2023
NSG/22/0041,"BMS 111",29,1,2022/2023
NSG/22/0229,"BMS 111",31,1,2022/2023
NSG/22/0338,"BMS 111",28,1,2022/2023
NSG/22/0230,"BMS 111",24,1,2022/2023
NSG/22/0076,"BMS 111",22,1,2022/2023
NSG/22/0437,"BMS 111",30,1,2022/2023
NSG/22/0036,"BMS 111",20,1,2022/2023
NSG/22/0032,"BMS 111",32,1,2022/2023
NSG/22/0030,"BMS 111",23,1,2022/2023
NSG/22/0329,"BMS 111",20,1,2022/2023
NSG/22/0143,"BMS 111",21,1,2022/2023
NSG/22/0075,"BMS 111",31,1,2022/2023
NSG/22/0124,"BMS 111",32,1,2022/2023
NSG/22/0440,"BMS 111",37,1,2022/2023
NSG/22/0412,"BMS 111",28,1,2022/2023
NSG/22/0243,"BMS 111",34,1,2022/2023
NSG/22/0194,"BMS 111",32,1,2022/2023
NSG/22/0082,"BMS 111",20,1,2022/2023
NSG/22/0026,"BMS 111",24,1,2022/2023
NSG/22/0211,"BMS 111",23,1,2022/2023
NSG/22/0121,"BMS 111",27,1,2022/2023
NSG/22/0034,"BMS 111",29,1,2022/2023
NSG/22/0028,"BMS 111",24,1,2022/2023
NSG/22/0188,"BMS 111",24,1,2022/2023
NSG/22/0125,"BMS 111",26,1,2022/2023
NSG/22/0343,"BMS 111",27,1,2022/2023
NSG/22/0306,"BMS 111",23,1,2022/2023
NSG/22/0274,"BMS 111",21,1,2022/2023
NSG/22/0031,"BMS 111",30,1,2022/2023
NSG/22/0106,"BMS 111",22,1,2022/2023
NSG/22/0134,"BMS 111",23,1,2022/2023
NSG/22/0035,"BMS 111",27,1,2022/2023
NSG/22/0344,"BMS 111",24,1,2022/2023
NSG/22/0062,"BMS 111",21,1,2022/2023
NSG/22/0371,"BMS 111",28,1,2022/2023
NSG/22/0095,"BMS 111",27,1,2022/2023
NSG/22/0086,"BMS 111",26,1,2022/2023
NSG/22/0048,"BMS 111",24,1,2022/2023
NSG/22/0320,"BMS 111",22,1,2022/2023
NSG/22/0127,"BMS 111",29,1,2022/2023
NSG/22/0417,"BMS 111",23,1,2022/2023
NSG/22/0318,"BMS 111",23,1,2022/2023
NSG/22/0058,"BMS 111",24,1,2022/2023
NSG/22/0013,"BMS 111",29,1,2022/2023
NSG/22/0340,"BMS 111",16,1,2022/2023
NSG/22/0089,"BMS 111",25,1,2022/2023
NSG/22/0357,"BMS 111",25,1,2022/2023
NSG/22/0436,"BMS 111",29,1,2022/2023
NSG/22/0040,"BMS 111",30,1,2022/2023
NSG/22/0111,"BMS 112",11,1,2022/2023
NSG/22/0366,"BMS 112",15,1,2022/2023
NSG/22/0214,"BMS 112",29,1,2022/2023
NSG/22/0316,"BMS 112",20,1,2022/2023
NSG/22/0275,"BMS 112",25,1,2022/2023
NSG/22/0298,"BMS 112",19,1,2022/2023
NSG/22/0068,"BMS 112",17,1,2022/2023
NSG/22/0094,"BMS 112",20,1,2022/2023
NSG/22/0360,"BMS 112",24,1,2022/2023
NSG/22/0131,"BMS 112",18,1,2022/2023
NSG/22/0070,"BMS 112",16,1,2022/2023
NSG/22/0025,"BMS 112",21,1,2022/2023
NSG/22/0083,"BMS 112",16,1,2022/2023
NSG/22/0163,"BMS 112",11,1,2022/2023
NSG/22/0226,"BMS 112",20,1,2022/2023
NSG/22/0398,"BMS 112",37,1,2022/2023
NSG/22/0051,"BMS 112",25,1,2022/2023
NSG/22/0365,"BMS 112",13,1,2022/2023
NSG/22/0333,"BMS 112",18,1,2022/2023
NSG/22/0426,"BMS 112",22,1,2022/2023
NSG/22/0334,"BMS 112",22,1,2022/2023
NSG/22/0061,"BMS 112",21,1,2022/2023
NSG/22/0080,"BMS 112",11,1,2022/2023
NSG/22/0154,"BMS 112",23,1,2022/2023
NSG/22/0033,"BMS 112",32,1,2022/2023
NSG/22/0331,"BMS 112",14,1,2022/2023
NSG/22/0196,"BMS 112",27,1,2022/2023
NSG/22/0270,"BMS 112",22,1,2022/2023
NSG/22/0257,"BMS 112",21,1,2022/2023
NSG/22/0307,"BMS 112",17,1,2022/2023
NSG/22/0312,"BMS 112",12,1,2022/2023
NSG/22/0370,"BMS 112",18,1,2022/2023
NSG/22/0090,"BMS 112",7,1,2022/2023
NSG/22/0087,"BMS 112",27,1,2022/2023
NSG/22/0164,"BMS 112",15,1,2022/2023
NSG/22/0337,"BMS 112",19,1,2022/2023
NSG/22/0428,"BMS 112",24,1,2022/2023
NSG/22/0151,"BMS 112",14,1,2022/2023
NSG/22/0037,"BMS 112",16,1,2022/2023
